,date,price_agg,price_spy,price_mergaai
1314,2009-05-13,101.9,88.68,32.72
1315,2009-05-14,101.96,89.44,32.42
1316,2009-05-15,102.19,88.71,32.68
1317,2009-05-18,101.89,91.23,32.63
1318,2009-05-19,101.98,91.12,33.02
1319,2009-05-20,102.29,90.51,33.48
1320,2009-05-22,101.7,89.02,33.2
1321,2009-05-26,101.47,91.3,33.14
1322,2009-05-27,100.91,89.67,33.58
1323,2009-05-28,100.95,90.92,33.43
1324,2009-05-29,102.03,92.53,33.78
1325,2009-06-02,101.15,94.85,34.46
1326,2009-06-03,101.43,93.65,34.24
1327,2009-06-04,100.59,94.53,34.11
1328,2009-06-05,100.07,94.55,34.16
1329,2009-06-08,99.8,94.16,33.84
1330,2009-06-09,100.25,94.64,34.04
1331,2009-06-10,99.97,94.4,34.3
1332,2009-06-11,100.32,94.82,34.26
1333,2009-06-12,100.81,95.08,34.2
1334,2009-06-15,101.19,92.9,33.96
1335,2009-06-16,101.33,91.64,33.8
1336,2009-06-17,101.53,91.55,33.55
1337,2009-06-18,100.87,92.219,33.62
1338,2009-06-19,101.24,92.04,33.68
1339,2009-06-22,101.39,89.28,33.34
1340,2009-06-24,101.45,90.118,33.43
1341,2009-06-25,101.92,92.08,33.44
1342,2009-06-26,102.22,91.84,33.76
1343,2009-06-29,102.13,92.7,33.76
1344,2009-06-30,102.15,91.95,33.88
1345,2009-07-01,101.77,92.33,33.92
1346,2009-07-02,102.01,89.81,33.59
1347,2009-07-06,101.93,89.8,33.33
1348,2009-07-07,102.26,88.06,33.36
1349,2009-07-08,102.82,88.0,33.11
1350,2009-07-09,102.53,88.17,33.12
1351,2009-07-10,102.88,87.96,33.02
1352,2009-07-13,102.83,90.102,32.95
1353,2009-07-14,102.52,90.61,33.35
1354,2009-07-15,101.85,93.26,33.71
1355,2009-07-16,102.17,94.15,33.97
1356,2009-07-17,102.17,94.13,34.07
1357,2009-07-20,102.29,95.131,34.33
1358,2009-07-21,103.0,95.57,34.58
1359,2009-07-22,102.65,95.55,34.58
1360,2009-07-23,102.39,97.661,34.68
1361,2009-07-24,102.39,98.06,34.86
1362,2009-07-27,102.08,98.35,35.03
1363,2009-07-28,102.27,97.89,35.1
1364,2009-07-29,102.45,97.652,34.89
1365,2009-07-30,102.58,98.67,35.17
1366,2009-07-31,103.1,98.81,35.26
1367,2009-08-03,102.55,100.44,35.59
1368,2009-08-04,102.24,100.7,35.73
1369,2009-08-05,102.15,100.41,35.69
1370,2009-08-06,102.2,99.89,35.68
1371,2009-08-07,101.59,101.202,35.6
1372,2009-08-10,102.38,100.99,35.59
1373,2009-08-11,102.74,99.73,35.52
1374,2009-08-12,102.69,100.8,35.51
1375,2009-08-13,102.95,101.57,35.66
1376,2009-08-14,103.13,100.79,35.79
1377,2009-08-17,103.56,98.31,35.17
1378,2009-08-18,103.22,99.09,35.16
1379,2009-08-19,103.43,99.96,35.24
1380,2009-08-20,103.6,100.99,35.62
1381,2009-08-21,103.0,102.97,35.9
1382,2009-08-24,103.42,102.96,36.24
1383,2009-08-25,103.59,103.16,36.29
1384,2009-08-26,103.74,103.17,36.09
1385,2009-08-27,103.66,103.4,36.03
1386,2009-08-28,103.59,103.38,36.3
1387,2009-08-31,104.02,102.46,36.04
1388,2009-09-01,103.51,100.2,36.14
1389,2009-09-02,104.06,99.82,35.68
1390,2009-09-03,103.87,100.65,35.89
1391,2009-09-04,103.67,102.06,35.96
1392,2009-09-08,103.52,102.94,36.56
1393,2009-09-09,103.7204,103.73,36.66
1394,2009-09-10,104.25,104.79,36.8
1395,2009-09-11,104.24,104.77,37.22
1396,2009-09-14,104.09,105.28,37.02
1397,2009-09-15,103.93,105.72,37.12
1398,2009-09-16,104.01,107.32,37.41
1399,2009-09-17,104.5,107.16,37.68
1400,2009-09-18,104.24,106.72,37.56
1401,2009-09-21,104.16,106.45,37.27
1402,2009-09-22,104.09,107.07,37.61
1403,2009-09-23,104.35,106.18,37.61
1404,2009-09-24,104.48,105.01,37.58
1405,2009-09-25,104.79,104.45,37.22
1406,2009-09-28,104.78,106.32,37.26
1407,2009-09-29,104.73,106.0,37.39
1408,2009-09-30,104.92,105.59,37.28
1409,2009-10-01,104.82,103.0,37.31
1410,2009-10-02,104.62,102.49,36.82
1411,2009-10-05,104.69,104.02,36.87
1412,2009-10-06,104.54,105.51,37.41
1413,2009-10-07,104.96,105.8,37.47
1414,2009-10-08,104.89,106.61,37.73
1415,2009-10-09,104.16,107.26,37.82
1416,2009-10-12,104.4,107.68,38.01
1417,2009-10-13,104.66,107.46,37.9
1418,2009-10-14,104.41,109.31,38.21
1419,2009-10-15,104.25,109.71,38.11
1420,2009-10-16,104.24,108.89,38.12
1421,2009-10-19,104.45,109.79,38.19
1422,2009-10-20,104.7,109.211,38.41
1423,2009-10-21,104.63,108.23,38.29
1424,2009-10-22,104.47,109.33,37.99
1425,2009-10-23,104.34,108.08,38.16
1426,2009-10-26,104.06,106.91,38.05
1427,2009-10-27,104.47,106.42,37.55
1428,2009-10-28,104.62,104.41,37.23
1429,2009-10-29,104.41,106.65,37.22
1430,2009-10-30,104.81,103.56,37.29
1431,2009-11-02,104.32,104.32,37.05
1432,2009-11-03,104.18,104.65,36.94
1433,2009-11-04,104.01,104.92,37.34
1434,2009-11-05,104.28,106.8501,37.43
1435,2009-11-06,104.37,107.13,37.68
1436,2009-11-09,104.51,109.57,38.05
1437,2009-11-10,104.54,109.59,38.24
1438,2009-11-11,104.58,110.15,38.42
1439,2009-11-12,104.79,109.03,38.33
1440,2009-11-13,104.9,109.62,38.12
1441,2009-11-16,105.15,111.21,38.6
1442,2009-11-17,105.24,111.339,38.59
1443,2009-11-18,105.02,111.27,38.65
1444,2009-11-19,105.13,109.82,38.33
1445,2009-11-20,105.17,109.43,38.27
1446,2009-11-23,105.15,110.82,38.7
1447,2009-11-24,105.46,110.99,38.52
1448,2009-11-25,105.56,111.38,38.79
1449,2009-11-27,105.65,109.57,38.18
1450,2009-11-30,105.83,109.94,38.41
1451,2009-12-01,105.22,111.3,38.78
1452,2009-12-02,105.02,111.25,38.96
1453,2009-12-03,105.03,110.38,39.04
1454,2009-12-04,104.82,111.01,38.92
1455,2009-12-07,104.92,110.84,38.65
1456,2009-12-08,105.06,109.61,38.46
1457,2009-12-09,104.95,110.021,38.33
1458,2009-12-10,104.87,110.64,38.44
1459,2009-12-11,104.62,111.11,38.49
1460,2009-12-14,104.68,111.87,38.63
1461,2009-12-15,104.39,111.35,38.5
1462,2009-12-16,104.58,111.52,38.65
1463,2009-12-17,104.75,110.18,38.25
1464,2009-12-18,104.75,110.21,38.23
1465,2009-12-21,104.314,111.33,38.3
1466,2009-12-22,104.01,111.73,38.33
1467,2009-12-23,104.05,111.95,38.43
1468,2009-12-28,103.24,112.72,38.73
1469,2009-12-29,103.06,112.562,38.78
1470,2009-12-30,103.32,112.52,38.6
1471,2009-12-31,103.19,111.44,38.66
1472,2010-01-04,103.31,113.33,38.88
1473,2010-01-05,103.78,113.63,39.09
1474,2010-01-06,103.72,113.71,39.17
1475,2010-01-07,103.6,114.19,39.07
1476,2010-01-08,103.66,114.57,39.26
1477,2010-01-11,103.58,114.73,39.51
1478,2010-01-12,104.24,113.66,39.42
1479,2010-01-13,103.8,114.62,39.29
1480,2010-01-14,104.07,114.93,39.41
1481,2010-01-15,104.2655,113.64,39.31
1482,2010-01-19,104.1,115.06,39.25
1483,2010-01-20,104.37,113.89,39.11
1484,2010-01-21,104.4,111.7,38.96
1485,2010-01-22,104.46,109.21,38.51
1486,2010-01-25,104.45,109.77,38.38
1487,2010-01-26,104.58,109.31,38.01
1488,2010-01-27,104.5,109.83,37.99
1489,2010-01-28,104.41,108.57,38.03
1490,2010-01-29,104.65,107.39,37.8
1491,2010-02-01,104.18,109.06,37.68
1492,2010-02-02,104.3,110.38,37.94
1493,2010-02-03,104.11,109.83,38.2
1494,2010-02-04,104.36,106.44,37.66
1495,2010-02-05,104.4,106.66,37.12
1496,2010-02-08,104.6,105.89,37.12
1497,2010-02-09,104.41,107.22,37.24
1498,2010-02-10,104.17,107.01,37.34
1499,2010-02-11,103.998,108.13,37.29
1500,2010-02-12,104.02,108.04,37.35
1501,2010-02-16,104.28,109.74,37.6
1502,2010-02-17,103.96,110.26,37.9
1503,2010-02-18,103.92,110.91,37.94
1504,2010-02-19,104.0,111.14,37.77
1505,2010-02-22,103.82,111.16,38.02
1506,2010-02-23,104.19,109.81,37.96
1507,2010-02-24,104.3,110.82,37.79
1508,2010-02-25,104.51,110.67,37.59
1509,2010-02-26,104.53,110.74,37.85
1510,2010-03-01,104.36,111.89,38.03
1511,2010-03-02,104.4,112.2,38.28
1512,2010-03-03,104.4,112.3,38.46
1513,2010-03-04,104.59,112.641,38.42
1514,2010-03-05,104.39,114.25,38.52
1515,2010-03-08,104.46,114.27,38.74
1516,2010-03-09,104.58,114.46,38.68
1517,2010-03-10,104.51,114.97,38.75
1518,2010-03-11,104.51,115.45,38.78
1519,2010-03-12,104.515,115.46,39.0
1520,2010-03-15,104.65,115.49,38.85
1521,2010-03-16,104.84,116.41,39.02
1522,2010-03-17,104.92,117.1,39.24
1523,2010-03-18,104.83,117.0375,39.17
1524,2010-03-19,104.75,115.97,39.03
1525,2010-03-22,104.83,116.5925,38.98
1526,2010-03-23,104.85,117.41,39.07
1527,2010-03-24,104.32,116.84,39.0
1528,2010-03-25,104.05,116.65,38.96
1529,2010-03-26,104.22,116.582,38.92
1530,2010-03-29,104.1,117.32,39.01
1531,2010-03-30,104.14,117.4,39.16
1532,2010-03-31,104.2,117.0,39.1
1533,2010-04-01,103.84,117.8,39.39
1534,2010-04-06,103.33,119.04,39.54
1535,2010-04-07,103.77,118.36,39.62
1536,2010-04-08,103.67,118.7725,39.43
1537,2010-04-09,103.78,119.55,39.71
1538,2010-04-12,104.02,119.74,39.83
1539,2010-04-13,104.19,119.83,39.76
1540,2010-04-14,104.07,121.19,39.89
1541,2010-04-15,104.26,121.29,40.0
1542,2010-04-16,104.42,119.36,39.83
1543,2010-04-19,104.23,119.81,39.51
1544,2010-04-20,104.4,120.88,39.69
1545,2010-04-21,104.58,120.66,39.76
1546,2010-04-22,104.37,121.02,39.45
1547,2010-04-23,104.24,121.8125,39.57
1548,2010-04-26,104.23,121.35,39.83
1549,2010-04-27,104.56,118.48,39.63
1550,2010-04-28,104.4,119.38,39.25
1551,2010-04-29,104.44,120.8575,39.45
1552,2010-04-30,104.89,118.8125,39.58
1553,2010-05-03,104.38,120.35,39.42
1554,2010-05-04,104.8,117.52,39.12
1555,2010-05-05,104.72,116.82,38.64
1556,2010-05-06,104.87,112.942,38.49
1557,2010-05-07,104.41,111.26,37.81
1558,2010-05-10,104.4,116.16,38.33
1559,2010-05-11,104.79,115.83,38.33
1560,2010-05-12,104.68,117.45,38.6
1561,2010-05-14,105.21,113.89,38.3
1562,2010-05-17,105.13,113.95,38.07
1563,2010-05-18,105.49,112.4,38.17
1564,2010-05-19,105.54,111.76,37.65
1565,2010-05-20,105.45,107.54,37.04
1566,2010-05-21,105.9,109.115,36.66
1567,2010-05-25,105.97,107.818,36.1
1568,2010-05-26,105.85,107.17,36.71
1569,2010-05-27,105.6,110.76,36.92
1570,2010-05-28,105.71,109.369,37.22
1571,2010-06-01,105.56,107.53,37.03
1572,2010-06-02,105.45,110.33,36.81
1573,2010-06-03,105.4,110.71,37.37
1574,2010-06-04,105.67,106.82,37.1
1575,2010-06-07,105.98,105.49,36.72
1576,2010-06-08,105.86,106.62,36.52
1577,2010-06-09,105.92,106.05,36.77
1578,2010-06-10,105.6,109.15,37.01
1579,2010-06-11,105.66,109.68,37.13
1580,2010-06-14,105.81,109.509,37.4
1581,2010-06-15,105.81,112.0,37.47
1582,2010-06-16,105.968,111.96,37.73
1583,2010-06-17,106.22,112.14,37.89
1584,2010-06-18,106.05,111.729,37.91
1585,2010-06-21,106.28,111.41,38.3
1586,2010-06-22,106.39,109.57,38.05
1587,2010-06-24,106.57,107.42,37.52
1588,2010-06-25,106.72,107.8675,37.38
1589,2010-06-28,106.92,107.53,37.43
1590,2010-06-29,107.24,104.21,37.03
1591,2010-06-30,107.25,103.22,36.81
1592,2010-07-01,106.88,102.76,36.57
1593,2010-07-02,106.73,102.2,36.53
1594,2010-07-06,107.06,102.87,36.75
1595,2010-07-07,106.92,106.1075,36.77
1596,2010-07-08,106.9,107.16,37.27
1597,2010-07-09,106.74,107.96,37.4
1598,2010-07-12,106.86,108.03,37.54
1599,2010-07-13,106.59,109.66,37.71
1600,2010-07-14,106.95,109.651,37.77
1601,2010-07-15,107.1,109.68,37.83
1602,2010-07-16,107.43,106.66,37.55
1603,2010-07-19,107.33,107.29,37.38
1604,2010-07-20,107.25,108.48,37.23
1605,2010-07-21,107.72,107.07,37.56
1606,2010-07-22,107.62,109.461,37.72
1607,2010-07-23,107.43,110.41,37.81
1608,2010-07-26,107.41,111.56,38.02
1609,2010-07-27,107.37,111.55,38.23
1610,2010-07-28,107.57,110.83,38.2
1611,2010-07-29,107.67,110.29,38.27
1612,2010-07-30,107.85,110.27,38.06
1613,2010-08-02,107.41,112.76,38.53
1614,2010-08-03,107.48,112.22,38.74
1615,2010-08-04,107.29,112.97,38.8
1616,2010-08-05,107.42,112.85,38.83
1617,2010-08-06,107.63,112.392,38.95
1618,2010-08-09,107.63,112.992,38.89
1619,2010-08-10,107.81,112.375,38.64
1620,2010-08-11,107.91,109.3,38.36
1621,2010-08-12,107.74,108.63,38.02
1622,2010-08-13,107.99,108.31,38.15
1623,2010-08-16,108.35,108.26,38.04
1624,2010-08-17,108.22,109.59,38.29
1625,2010-08-18,108.1,109.79,38.34
1626,2010-08-19,108.45,107.88,38.4
1627,2010-08-20,108.3,107.53,37.97
1628,2010-08-23,108.41,107.1236,38.14
1629,2010-08-24,108.84,105.53,37.72
1630,2010-08-25,108.59,105.94,37.54
1631,2010-08-26,108.73,105.23,37.8
1632,2010-08-27,108.13,106.86,37.67
1633,2010-08-30,108.86,105.311,37.98
1634,2010-08-31,108.94,105.31,37.69
1635,2010-09-01,108.41,108.46,38.07
1636,2010-09-02,108.27,109.47,38.38
1637,2010-09-03,108.02,110.89,38.66
1638,2010-09-07,108.33,109.64,38.64
1639,2010-09-08,108.25,110.41,38.67
1640,2010-09-09,107.73,110.92,38.87
1641,2010-09-10,107.5,111.482,38.79
1642,2010-09-13,107.74,112.72,39.06
1643,2010-09-14,108.13,112.65,39.18
1644,2010-09-15,107.93,113.08,39.17
1645,2010-09-16,107.75,113.05,39.15
1646,2010-09-17,107.89,112.49,39.24
1647,2010-09-20,107.93,114.21,39.31
1648,2010-09-21,108.39,113.98,39.52
1649,2010-09-22,108.42,113.42,39.65
1650,2010-09-23,108.54,112.498,39.38
1651,2010-09-24,108.14,114.82,39.65
1652,2010-09-27,108.51,114.27,39.77
1653,2010-09-28,108.77,114.67,39.65
1654,2010-09-29,108.69,114.47,39.85
1655,2010-09-30,108.65,114.13,39.97
1656,2010-10-01,108.26,114.61,40.0
1657,2010-10-04,108.44,113.75,39.98
1658,2010-10-05,108.44,116.04,40.15
1659,2010-10-06,108.55,116.03,40.49
1660,2010-10-07,108.6,115.89,40.49
1661,2010-10-08,108.82,116.5375,40.51
1662,2010-10-11,108.76,116.65,40.67
1663,2010-10-12,108.65,117.01,40.48
1664,2010-10-13,108.64,117.92,40.87
1665,2010-10-14,108.24,117.46,41.02
1666,2010-10-15,108.02,117.7,40.93
1667,2010-10-18,108.4,118.28,40.93
1668,2010-10-19,108.49,116.73,40.58
1669,2010-10-20,108.62,117.87,40.63
1670,2010-10-21,108.45,118.13,40.84
1671,2010-10-22,108.5,118.347,40.68
1672,2010-10-25,108.51,118.7,41.0
1673,2010-10-26,108.26,118.72,40.65
1674,2010-10-27,108.05,118.38,40.55
1675,2010-10-28,108.32,118.4,40.69
1676,2010-10-29,108.55,118.49,40.68
1677,2010-11-02,108.42,119.475,40.97
1678,2010-11-03,108.4,119.95,41.03
1679,2010-11-04,108.92,122.26,41.7
1680,2010-11-05,108.62,122.725,41.88
1681,2010-11-08,108.57,122.49,41.7
1682,2010-11-09,108.04,121.61,41.95
1683,2010-11-10,107.95,122.1,41.44
1684,2010-11-11,107.94,121.635,41.45
1685,2010-11-12,107.51,120.198,41.39
1686,2010-11-15,106.92,120.03,41.1
1687,2010-11-16,107.18,118.16,40.71
1688,2010-11-17,107.21,118.218,40.56
1689,2010-11-18,107.18,119.9575,40.87
1690,2010-11-19,107.3,120.29,40.83
1691,2010-11-22,107.56,120.19,41.03
1692,2010-11-23,107.67,118.4475,40.6
1693,2010-11-24,107.15,120.2,40.66
1694,2010-11-26,107.37,118.8,40.47
1695,2010-11-29,107.44,119.162,40.17
1696,2010-11-30,107.37,118.4925,40.19
1697,2010-12-01,106.26,121.01,40.58
1698,2010-12-02,106.05,122.56,40.88
1699,2010-12-03,106.26,122.89,41.21
1700,2010-12-06,106.65,122.76,41.27
1701,2010-12-07,105.82,122.83,41.48
1702,2010-12-08,105.31,123.28,41.2
1703,2010-12-09,105.5,123.76,41.26
1704,2010-12-10,105.3,124.48,41.19
1705,2010-12-13,105.37,124.56,41.45
1706,2010-12-14,104.782,124.67,41.54
1707,2010-12-15,104.6,124.098,41.45
1708,2010-12-16,104.8,124.82,41.11
1709,2010-12-17,105.37,124.3,41.23
1710,2010-12-20,105.44,124.6,41.35
1711,2010-12-21,105.64,125.39,41.51
1712,2010-12-22,105.5175,125.78,41.61
1713,2010-12-23,105.32,125.6,41.65
1714,2010-12-27,105.62,125.65,41.6
1715,2010-12-28,104.66,125.83,41.76
1716,2010-12-29,105.4,125.92,41.83
1717,2010-12-30,105.32,125.72,41.97
1718,2010-12-31,105.75,125.75,41.95
1719,2011-01-03,105.63,127.05,42.2
1720,2011-01-04,105.66,126.98,42.21
1721,2011-01-05,105.15,127.64,41.96
1722,2011-01-06,105.17,127.39,42.13
1723,2011-01-07,105.51,127.14,42.01
1724,2011-01-10,105.79,126.98,41.8
1725,2011-01-11,105.58,127.43,41.96
1726,2011-01-12,105.57,128.58,42.23
1727,2011-01-13,105.95,128.3675,42.49
1728,2011-01-14,105.73,129.3,42.42
1729,2011-01-18,105.66,129.52,42.59
1730,2011-01-19,105.68,128.25,42.66
1731,2011-01-20,105.28,128.08,42.24
1732,2011-01-21,105.61,128.37,42.38
1733,2011-01-24,105.55,129.1,42.3
1734,2011-01-25,105.88,129.17,42.38
1735,2011-01-26,105.53,129.67,42.48
1736,2011-01-27,105.71,129.99,42.65
1737,2011-01-28,105.86,127.72,42.54
1738,2011-01-31,105.66,128.68,42.22
1739,2011-02-01,105.12,130.74,42.59
1740,2011-02-02,105.0,130.485,42.88
1741,2011-02-03,104.61,130.78,42.69
1742,2011-02-04,104.26,131.15,42.76
1743,2011-02-07,104.3,131.97,42.8
1744,2011-02-08,104.0,132.57,42.93
1745,2011-02-09,104.19,132.269,42.92
1746,2011-02-10,103.89,132.321,42.55
1747,2011-02-11,104.3,133.11,42.61
1748,2011-02-14,104.35,133.43,42.82
1749,2011-02-15,104.48,133.01,42.9
1750,2011-02-16,104.48,133.85,42.96
1751,2011-02-17,104.73,134.25,43.18
1752,2011-02-18,104.69,134.53,43.31
1753,2011-02-22,105.07,131.83,43.09
1754,2011-02-23,105.15,131.02,42.85
1755,2011-02-24,105.17,130.93,42.81
1756,2011-02-25,105.45,132.33,42.94
1757,2011-02-28,105.65,133.15,43.27
1758,2011-03-01,105.28,130.93,43.37
1759,2011-03-02,105.11,131.21,43.06
1760,2011-03-03,104.74,133.47,43.27
1761,2011-03-04,105.02,132.47,43.45
1762,2011-03-07,105.07,131.43,43.39
1763,2011-03-08,104.99,132.58,42.99
1764,2011-03-09,105.24,132.39,43.12
1765,2011-03-10,105.61,129.9375,42.62
1766,2011-03-11,105.63,130.84,42.46
1767,2011-03-14,105.69,130.05,42.34
1768,2011-03-15,105.73,128.56,41.7
1769,2011-03-16,106.03,126.175,41.92
1770,2011-03-17,105.96,127.85,41.99
1771,2011-03-18,105.92,127.76,42.24
1772,2011-03-21,105.67,129.74,42.53
1773,2011-03-22,105.68,129.29,42.66
1774,2011-03-23,105.63,129.66,42.61
1775,2011-03-24,105.34,130.9,43.0
1776,2011-03-25,105.25,131.3,43.14
1777,2011-03-28,105.2,130.98,43.05
1778,2011-03-29,105.07,131.86,42.82
1779,2011-03-30,105.25,132.77,43.27
1780,2011-03-31,105.13,132.59,43.42
1781,2011-04-01,104.96,133.15,43.35
1782,2011-04-04,105.13,133.26,43.63
1783,2011-04-05,104.91,133.24,43.52
1784,2011-04-06,104.6,133.66,43.77
1785,2011-04-07,104.76,133.32,43.78
1786,2011-04-08,104.56,132.86,43.88
1787,2011-04-11,104.66,132.46,43.84
1788,2011-04-12,105.06,131.47,43.4
1789,2011-04-13,105.17,131.46,43.46
1790,2011-04-14,105.07,131.56,43.35
1791,2011-04-15,105.45,132.04,43.49
1792,2011-04-18,105.63,130.56,43.12
1793,2011-04-19,105.84,131.31,43.2
1794,2011-04-20,105.69,133.1,43.78
1795,2011-04-21,105.76,133.78,44.01
1796,2011-04-26,106.21,134.791,44.04
1797,2011-04-27,106.12,135.67,44.22
1798,2011-04-28,106.37,136.11,44.55
1799,2011-04-29,106.46,136.43,44.57
1800,2011-05-02,106.2,136.22,44.8
1801,2011-05-03,106.23,135.73,44.53
1802,2011-05-04,106.43,134.83,44.33
1803,2011-05-05,106.67,133.61,43.98
1804,2011-05-06,106.66,134.2,43.92
1805,2011-05-09,106.78,134.72,43.72
1806,2011-05-10,106.59,135.87,43.94
1807,2011-05-11,106.78,134.44,43.91
1808,2011-05-12,106.62,135.08,43.39
1809,2011-05-13,106.79,134.04,43.56
1810,2011-05-16,107.02,133.19,43.27
1811,2011-05-17,107.14,133.17,43.14
1812,2011-05-18,106.97,134.36,43.29
1813,2011-05-19,106.89,134.68,43.54
1814,2011-05-20,106.99,133.61,43.33
1815,2011-05-23,107.08,132.06,42.89
1816,2011-05-24,107.12,131.95,43.04
1817,2011-05-25,107.1,132.39,42.94
1818,2011-05-26,107.33,133.0,43.13
1819,2011-05-27,107.43,133.51,43.51
1820,2011-05-31,107.46,134.9,43.87
1821,2011-06-01,107.61,131.87,43.92
1822,2011-06-03,107.32,130.42,43.32
1823,2011-06-06,107.34,129.045,43.25
1824,2011-06-07,107.56,128.96,43.17
1825,2011-06-08,107.65,128.42,42.96
1826,2011-06-09,107.49,129.4,42.99
1827,2011-06-10,107.48,127.6,42.81
1828,2011-06-14,107.05,129.32,42.85
1829,2011-06-15,107.32,127.02,42.66
1830,2011-06-16,107.39,127.3,42.25
1831,2011-06-17,107.4899,127.05,42.4
1832,2011-06-20,107.35,127.7,42.28
1833,2011-06-21,107.45,129.45,42.58
1834,2011-06-22,107.38,128.67,42.83
1835,2011-06-24,107.63,126.81,42.48
1836,2011-06-27,107.44,127.94,42.25
1837,2011-06-28,107.01,129.61,42.5
1838,2011-06-29,106.69,130.72,42.84
1839,2011-06-30,106.67,131.97,43.18
1840,2011-07-01,106.4,133.92,43.22
1841,2011-07-05,106.81,133.81,43.61
1842,2011-07-06,106.87,133.97,43.56
1843,2011-07-07,106.57,135.36,43.75
1844,2011-07-08,107.12,134.4,43.71
1845,2011-07-11,107.41,131.97,43.34
1846,2011-07-12,107.5,131.4,43.02
1847,2011-07-13,107.71,131.84,43.16
1848,2011-07-14,107.44,130.93,43.46
1849,2011-07-15,107.59,131.69,43.25
1850,2011-07-18,107.43,130.61,43.15
1851,2011-07-19,107.66,132.73,43.31
1852,2011-07-20,107.49,132.65,43.52
1853,2011-07-21,107.32,134.49,43.79
1854,2011-07-22,107.55,134.58,43.97
1855,2011-07-25,107.24,133.83,43.98
1856,2011-07-26,107.49,133.33,44.05
1857,2011-07-27,107.31,130.6,43.91
1858,2011-07-28,107.52,130.22,43.57
1859,2011-07-29,108.16,129.33,43.39
1860,2011-08-01,108.1175,128.78,43.6
1861,2011-08-02,108.58,125.49,43.29
1862,2011-08-03,108.69,126.17,42.86
1863,2011-08-04,109.27,120.26,42.32
1864,2011-08-05,108.55,120.08,41.26
1865,2011-08-08,108.6,112.26,40.74
1866,2011-08-09,109.24,117.48,40.17
1867,2011-08-10,110.13,112.29,40.46
1868,2011-08-11,108.76,117.33,40.16
1869,2011-08-12,109.24,118.12,40.88
1870,2011-08-16,109.64,119.59,41.31
1871,2011-08-17,109.82,119.67,41.69
1872,2011-08-18,109.98,114.51,40.83
1873,2011-08-19,110.03,112.64,40.45
1874,2011-08-22,109.89,112.73,40.41
1875,2011-08-23,109.63,116.44,40.32
1876,2011-08-24,109.01,118.08,40.7
1877,2011-08-25,109.23,116.28,40.63
1878,2011-08-26,109.38,117.97,40.35
1879,2011-08-29,109.26,121.36,41.08
1880,2011-08-30,109.6,121.68,41.31
1881,2011-08-31,109.5,122.22,41.81
1882,2011-09-01,109.62,120.94,41.7
1883,2011-09-02,109.95,117.85,41.28
1884,2011-09-06,110.24,116.99,40.38
1885,2011-09-07,109.98,120.29,40.9
1886,2011-09-08,110.01,119.04,41.15
1887,2011-09-09,110.16,115.92,40.59
1888,2011-09-12,109.94,116.67,40.14
1889,2011-09-13,109.98,117.74,40.24
1890,2011-09-14,110.0,119.37,40.21
1891,2011-09-15,109.68,121.43,40.68
1892,2011-09-16,109.84,121.521,41.05
1893,2011-09-19,110.08,120.31,40.37
1894,2011-09-20,110.3,120.17,40.54
1895,2011-09-21,110.48,116.63,40.54
1896,2011-09-22,110.8,112.86,38.76
1897,2011-09-23,110.23,113.54,38.6
1898,2011-09-26,109.98,116.24,38.37
1899,2011-09-27,109.83,117.54,39.56
1900,2011-09-28,109.74,115.145,39.48
1901,2011-09-29,109.7,116.05,39.27
1902,2011-09-30,110.11,113.15,38.64
1903,2011-10-03,110.34,109.93,38.18
1904,2011-10-04,110.0,112.34,37.29
1905,2011-10-05,109.63,114.42,37.84
1906,2011-10-06,109.45,116.49,38.38
1907,2011-10-07,109.23,115.71,39.01
1908,2011-10-10,109.01,119.58,39.35
1909,2011-10-11,109.27,119.7,39.54
1910,2011-10-12,109.06,120.75,39.94
1911,2011-10-13,109.12,120.51,39.78
1912,2011-10-14,108.94,122.57,40.25
1913,2011-10-17,109.37,120.23,40.29
1914,2011-10-18,109.25,122.58,39.79
1915,2011-10-19,109.41,121.13,40.31
1916,2011-10-20,109.35,121.66,39.92
1917,2011-10-21,109.41,123.97,40.36
1918,2011-10-24,109.24,125.49,40.68
1919,2011-10-25,109.8,123.049,40.77
1920,2011-10-26,109.5,124.3,40.94
1921,2011-10-27,109.08,128.63,41.68
1922,2011-10-28,109.51,128.6,42.0
1923,2011-10-31,110.03,125.5,41.63
1924,2011-11-02,110.27,123.99,40.91
1925,2011-11-03,110.03,126.25,41.04
1926,2011-11-04,110.0,125.481,41.05
1927,2011-11-07,110.09,126.26,41.36
1928,2011-11-08,109.94,127.88,41.61
1929,2011-11-09,110.13,123.161,41.02
1930,2011-11-10,109.92,124.32,40.71
1931,2011-11-11,109.79,126.66,41.15
1932,2011-11-14,109.88,125.46,41.13
1933,2011-11-15,109.74,126.083,41.02
1934,2011-11-16,109.7,124.08,40.79
1935,2011-11-17,109.64,122.105,40.52
1936,2011-11-18,109.62,121.979,40.19
1937,2011-11-21,109.6,119.661,39.54
1938,2011-11-22,109.68,119.19,39.56
1939,2011-11-23,109.78,116.56,39.04
1940,2011-11-25,109.63,116.34,38.79
1941,2011-11-28,109.62,119.71,39.4
1942,2011-11-29,109.66,120.05,39.56
1943,2011-11-30,109.38,124.99,40.37
1944,2011-12-01,108.84,124.97,40.74
1945,2011-12-02,109.12,124.86,40.84
1946,2011-12-05,109.24,126.22,40.99
1947,2011-12-06,109.14,126.26,40.68
